Feature_Name,Target,Diameter,Center_Latitude,Center_Longitude,Coordinate_System,Approval_Status,Approval_Date,Origin,
"Hargraves","Mars",60.28,20.74,75.74,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Robert B.; American geoscientist (1928-2003).",
"Harmakhis Vallis","Mars",526.66,-40.98,90.06,"Planetocentric  +East  0 - 360","Approved","1979","Ancient Egyptian word for ""Mars.""",
"Harris","Mars",81.56,-21.9,66.81,"Planetocentric  +East  0 - 360","Approved","Jul 7, 2010","Daniel Lester III; American astronomer (1919-1962).",
"Hartwig","Mars",99.33,-38.66,344.14,"Planetocentric  +East  0 - 360","Approved","1973","Ernst; German astronomer (1851-1923).",
"Hashir","Mars",16.15,3.19,85.01,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Turkey.",
"Havel Vallis","Mars",240.19,0.77,302.54,"Planetocentric  +East  0 - 360","Approved","Jan 3, 2012","River in Germany.",
"Heaviside","Mars",83.28,-70.5,264.78,"Planetocentric  +East  0 - 360","Approved","1973","Oliver; British physicist (1850-1925).",
"Hebes Chasma","Mars",316.74,-1.07,283.94,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Hebes Mensa","Mars",112.46,-1.02,283.22,"Planetocentric  +East  0 - 360","Approved","1982","Classical albedo feature; name of goddess of youth.",
"Hebrus Valles","Mars",325,19.88,126.74,"Planetocentric  +East  0 - 360","Approved","1982","Ancient river in Greece.",
"Hecates Tholus","Mars",181.57,32.12,150.24,"Planetocentric  +East  0 - 360","Approved","1973","Classcial albedo feature name.",
"Hegemone Dorsum","Mars",143.63,-54.72,315.1,"Planetocentric  +East  0 - 360","Approved","1991","One of the Graces.",
"Heimdal","Mars",10.49,68.33,235.44,"Planetocentric  +East  0 - 360","Approved","Jul 16, 2008","Town in Norway.",
"Heinlein","Mars",85.34,-64.48,116.31,"Planetocentric  +East  0 - 360","Approved","1994","Robert A.; American author (1907-1988).",
"Hellas","Mars",0,-39.67,70,"Planetocentric  +East  0 - 360","Approved","1958","Greece.",
"Hellas Chaos","Mars",590.62,-47.12,64.41,"Planetocentric  +East  0 - 360","Approved","1994","Named for albedo feature Hellas.",
"Hellas Chasma","Mars",148,-34.64,65.47,"Planetocentric  +East  0 - 360","Approved","Aug 7, 2015","Classical albedo feature name.",
"Hellas Montes","Mars",159.65,-37.63,97.61,"Planetocentric  +East  0 - 360","Approved","1991","Albedo feature Hellas.",
"Hellas Planitia","Mars",2299.16,-42.43,70.5,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Hellespontus","Mars",0,-49.67,35,"Planetocentric  +East  0 - 360","Approved","1958","The Dardanelles.",
"Hellespontus Montes","Mars",711.46,-44.37,42.76,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Helmholtz","Mars",111.26,-45.4,338.73,"Planetocentric  +East  0 - 360","Approved","1973","Hermann von; German physicist (1821-1894).",
"Henbury","Mars",25.36,-63.49,212.27,"Planetocentric  +East  0 - 360","Approved","Apr 16, 2007","Town in Australia.",
"Henry","Mars",167.57,10.79,23.45,"Planetocentric  +East  0 - 360","Approved","1973","Paul; French astronomer (1848-1905). Prosper; French astronomer (1849-1903).",
"Henry Moore","Mars",65.47,-59.72,53.9,"Planetocentric  +East  0 - 360","Approved","Dec 14, 2006","Henry J.; American astrogeologist (1928-1998).",
"Hephaestus Fossae","Mars",633.32,20.84,122.85,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Hephaestus Rupēs","Mars",1707.44,23.54,114.9,"Planetocentric  +East  0 - 360","Approved","2003","Named for classical albedo feature at 20N, 240W.",
"Herculaneum","Mars",34.71,19.31,301.35,"Planetocentric  +East  0 - 360","Approved","1988","Town in Italy.",
"Her Desher Vallis","Mars",117.29,-25.08,312.07,"Planetocentric  +East  0 - 360","Approved","1985","Egyptian name for Mars.",
"Hermus Vallis","Mars",53.32,-5.32,212.19,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for river in ancient Lydia (modern Turkey).",
"Herschel","Mars",297.92,-14.48,129.89,"Planetocentric  +East  0 - 360","Approved","1973","John F.; British astronomer (1792-1871); William H.; British astronomer (1738-1822).",
"Hesperia","Mars",0,-19.78,120,"Planetocentric  +East  0 - 360","Approved","1958","""The Occiden""; name for Italy (Greek); or Spain (Roman) or West area of Ethiopians where sun sank.",
"Hesperia Dorsa","Mars",818.25,-22.8,113.16,"Planetocentric  +East  0 - 360","Approved","1991","Albedo feature name.",
"Hesperia Planum","Mars",1601.73,-21.42,109.89,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Hibes Montes","Mars",140,3.79,171.34,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 17N, 186W.",
"Hiddekel","Mars",0,14.83,15,"Planetocentric  +East  0 - 360","Approved","1958","Tigris River, Babylonia; Biblical third River of Paradise.",
"[Hilo]","Mars",20,-44.46,324.5,"Planetocentric  +East  0 - 360","Dropped","1976","Town in Hawaii, USA. Name dropped because crater cannot be located on imagery.",
"Himera Valles","Mars",175,-21.54,337.34,"Planetocentric  +East  0 - 360","Approved","1979","Ancient name for Italian river.",
"Hipparchus","Mars",94.81,-44.45,208.8,"Planetocentric  +East  0 - 360","Approved","1973","Greek astronomer (c. 160-125 B.C.).",
"Hīt","Mars",7.09,47.06,138.35,"Planetocentric  +East  0 - 360","Approved","1979","Town in Iraq.",
"Holden","Mars",152.66,-26.04,325.98,"Planetocentric  +East  0 - 360","Approved","1973","Edward S.; American astronomer (1846-1914).",
"Holmes","Mars",114.06,-74.86,66.55,"Planetocentric  +East  0 - 360","Approved","1973","Arthur; British geologist (1890-1965).",
"Honda","Mars",9.26,-22.4,343.6,"Planetocentric  +East  0 - 360","Approved","1976","Town in Colombia.",
"Hooke","Mars",137.65,-44.92,315.6,"Planetocentric  +East  0 - 360","Approved","1973","Robert; British physicist-astronomer (1635-1703).",
"Hope","Mars",7.26,44.84,349.7,"Planetocentric  +East  0 - 360","Approved","1976","Town in British Columbia, Canada.",
"Horarum Mons","Mars",20.5,-51.05,323.44,"Planetocentric  +East  0 - 360","Approved","1991","Albedo name.",
"Horowitz","Mars",64.9,-32.06,140.75,"Planetocentric  +East  0 - 360","Approved","Nov 25, 2009","Norman H.; American biologist and geneticist (1915-2005). ",
"Houston","Mars",1.98,48.23,135.95,"Planetocentric  +East  0 - 360","Approved","1979","American mission control site.",
"Hrad Vallis","Mars",974.4,38.17,135.91,"Planetocentric  +East  0 - 360","Approved","1985","Word for ""Mars"" in Armenian.",
"Hsūanch'eng","Mars",1.99,46.72,132.69,"Planetocentric  +East  0 - 360","Approved","1979","Chinese launch site.",
"Huallaga Vallis","Mars",92.5,-26.67,79.07,"Planetocentric  +East  0 - 360","Approved","Oct 12, 2014","River in Peru.",
"Huancayo","Mars",24.34,-3.64,320.23,"Planetocentric  +East  0 - 360","Approved","1976","Town in Peru.",
"Huggins","Mars",82.64,-49.04,155.84,"Planetocentric  +East  0 - 360","Approved","1973","William; British astronomer (1824-1910).",
"Hunten","Mars",82.44,-39.18,23.69,"Planetocentric  +East  0 - 360","Approved","Mar 21, 2015","Donald M.; American atmospheric physicist (1925-2010).",
"Huo Hsing Vallis","Mars",332.3,30.19,66.61,"Planetocentric  +East  0 - 360","Approved","1973","Word for ""Mars"" in Chinese.",
"Hussey","Mars",99.71,-53.32,233.41,"Planetocentric  +East  0 - 360","Approved","1973","William J.; American astronomer (1862-1926).",
"Hutton","Mars",91.74,-71.63,104.6,"Planetocentric  +East  0 - 360","Approved","1973","James; British geologist (1726-1797).",
"Huxley","Mars",106.52,-62.67,100.77,"Planetocentric  +East  0 - 360","Approved","1973","Thomas H.; British biologist (1825-1895).",
"Huygens","Mars",467.25,-13.88,55.58,"Planetocentric  +East  0 - 360","Approved","1973","Christiaan; Dutch physicist-astronomer (1629-1695).",
"Hyblaeus Catena","Mars",10.49,21.6,140.62,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Hyblaeus Chasma","Mars",56.61,21.98,141.26,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Hyblaeus Dorsa","Mars",887.53,13.16,130.32,"Planetocentric  +East  0 - 360","Approved","2003","Named for albedo feature.",
"Hyblaeus Fossae","Mars",375,21.44,137.06,"Planetocentric  +East  0 - 360","Approved","1985","Albedo feature name.",
"Hydaspis Chaos","Mars",336.04,3.09,333.07,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Hydrae Cavus","Mars",64.5,-7.93,298.69,"Planetocentric  +East  0 - 360","Approved","Nov 1, 2014","Classical albedo feature name.",
"Hydrae Chaos","Mars",66,-5.9,300.03,"Planetocentric  +East  0 - 360","Approved","Nov 1, 2014","Classical albedo feature name.",
"Hydrae Chasma","Mars",55.18,-6.75,297.99,"Planetocentric  +East  0 - 360","Approved","1985","Classical albedo feature name.",
"Hydraotes Chaos","Mars",419.04,1.12,324.71,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Hydraotes Colles","Mars",47.5,-0.02,326.32,"Planetocentric  +East  0 - 360","Approved","Oct 21, 2014","Classical albedo feature name.",
"Hypanis Valles","Mars",220,9.46,313.58,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for river in Scythia; present Kuban River in Russia.",
"Hyperboreae Undae","Mars",463.65,79.96,310.51,"Planetocentric  +East  0 - 360","Approved","1988","Classical albedo feature name.",
"Hyperborea Lingula","Mars",124.8,80.32,306.46,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Hyperborei Cavi","Mars",92.81,79.91,310.3,"Planetocentric  +East  0 - 360","Approved","1988","Classical albedo feature name.",
"Hyperboreus Labyrinthus","Mars",111.97,80.28,300.25,"Planetocentric  +East  0 - 360","Approved","1988","Classical albedo feature name.",
"Hyperboreus (Lacus)","Mars",0,74.83,300,"Planetocentric  +East  0 - 360","Approved","1958","Far northern lake.",
"[Hyperboreus Scopulus]","Mars",0,82.41,200,"Planetocentric  +East  0 - 360","Dropped","1984","Classical albedo feature name; dropped 1984.",
"[Hypernotius Scopulus]","Mars",0,-77.86,88,"Planetocentric  +East  0 - 360","Dropped","1984","Classical albedo feature name; dropped 1984.",
"Hypsas Vallis","Mars",36.47,33.63,57.99,"Planetocentric  +East  0 - 360","Approved","1988","Classical name for river in Sicily.",
"Iamuna Chaos","Mars",21.72,-0.28,319.39,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Iamuna Dorsa","Mars",38.18,20.97,309.6,"Planetocentric  +East  0 - 360","Approved","1988","From classical albedo feature Iamunae Sinus.",
"Iani Chaos","Mars",450.51,-2.19,342.96,"Planetocentric  +East  0 - 360","Approved","1976","Classical albedo feature name.",
"Iapygia (Iapigia)","Mars",0,-19.78,65,"Planetocentric  +East  0 - 360","Approved","1958","Classically, Iapygia was all of Apulia, or just the Salentine Peninsula.",
"[Iaxartes Tholus]","Mars",53,71.8,345,"Planetocentric  +East  0 - 360","Dropped","1979","Classical albedo feature name; name dropped 1979.",
"Iazu","Mars",6.83,-2.71,354.82,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Romania.",
"Iberus Vallis","Mars",87.26,21.25,152.07,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for river present Ebro River in NE Spain.",
"Ibragimov","Mars",86.77,-25.43,300.43,"Planetocentric  +East  0 - 360","Approved","1982","Nadir Baba Ogly; Soviet astronomer (1932-1977).",
"Icaria","Mars",0,-39.67,230,"Planetocentric  +East  0 - 360","Approved","1958","Land where Icarus lived (Crete).",
"Icaria Fossae","Mars",2115.45,-48.09,234.84,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 44S, 130W.",
"Icaria Planum","Mars",566.59,-43.27,253.96,"Planetocentric  +East  0 - 360","Approved","1979","Classical albedo feature name.",
"Idaeus Fossae","Mars",202.01,37.33,308.8,"Planetocentric  +East  0 - 360","Approved","2006","Classical albedo feature name.",
"Igal","Mars",8.83,-20.09,110.9,"Planetocentric  +East  0 - 360","Approved","1991","Town in Hungary. Name changed from Igol (incorrect spelling).",
"II Thyle I","Mars",0,-69.78,180,"Planetocentric  +East  0 - 360","Approved","1958","Named for Thule; may be middle Norway; used to indicate far northern lands.",
"Ikej","Mars",4.51,20.96,112.5,"Planetocentric  +East  0 - 360","Approved","1988","Town in Russia.",
"Imgr","Mars",3.42,19.12,111.18,"Planetocentric  +East  0 - 360","Approved","1988","Town in Russia.",
"Indus Vallis","Mars",342,18.95,38.88,"Planetocentric  +East  0 - 360","Approved","1982","Ancient and modern name for river in Pakistan.",
"Innsbruck","Mars",59,-6.39,320.04,"Planetocentric  +East  0 - 360","Approved","1976","Town in Austria.",
"Ins","Mars",2.78,24.49,108.9,"Planetocentric  +East  0 - 360","Approved","1988","Town in Switzerland.",
"Inta","Mars",16.12,-24.36,334.9,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Inuvik","Mars",20.52,78.59,331.68,"Planetocentric  +East  0 - 360","Approved","1988","Town in Northwest Territories, Canada.",
"Irbit","Mars",12.73,-24.34,335.09,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Irharen","Mars",6.48,34.49,140.82,"Planetocentric  +East  0 - 360","Approved","1991","Town in Algeria.",
"Isara Valles","Mars",5.36,-5.31,213.58,"Planetocentric  +East  0 - 360","Approved","1985","Classical name for modern Oise River in France.",
"Isidis Dorsa","Mars",1074.7,12.92,88.21,"Planetocentric  +East  0 - 360","Approved","2003","Named for classical albedo feature at 25N, 270W.",
"Isidis Planitia","Mars",1224.58,13.94,88.38,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"[Isidis Regio]","Mars",0,19.78,85,"Planetocentric  +East  0 - 360","Dropped","1958","Isis' Region; Isis was Egyptian goddess of heaven and fertility.",
"Isil","Mars",77.12,-27.02,87.93,"Planetocentric  +East  0 - 360","Approved","1991","Town in Spain.",
"Ismeniae Fossae","Mars",286.91,41.31,38.35,"Planetocentric  +East  0 - 360","Approved","1982","From albedo feature at 40N, 333W.",
"Ismenia Patera","Mars",82,38.55,1.8,"Planetocentric  +East  0 - 360","Approved","Oct 29, 2012","Classical albedo feature name.",
"Ismenius Cavus","Mars",90.61,33.9,17.08,"Planetocentric  +East  0 - 360","Approved","Aug 6, 2009","Classical albedo feature name.",
"Ismenius Lacus","Mars",0,39.67,30,"Planetocentric  +East  0 - 360","Approved","1958","""Ismenian Lake""; Ismenia is poetic term for Thebes.",
"Issedon Paterae","Mars",5.31,38.13,269.75,"Planetocentric  +East  0 - 360","Approved","1991","Classical albedo name.",
"Issedon Tholus","Mars",54.53,36.05,265.17,"Planetocentric  +East  0 - 360","Approved","1991","Classical albedo name.",
"Ister Chaos","Mars",109.1,12.95,303.44,"Planetocentric  +East  0 - 360","Approved","1985","From classical albedo feature at 10N, 56W.",
"Istok","Mars",4.82,-45.1,274.18,"Planetocentric  +East  0 - 360","Approved","Apr 30, 2014","Town in Kosovo.",
"Ituxi Vallis","Mars",123.07,25.45,153.32,"Planetocentric  +East  0 - 360","Approved","1985","River in Brazil.",
"Ius Chasma","Mars",839.91,-7.29,275.61,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Ius Labes","Mars",61.18,-7.47,281.54,"Planetocentric  +East  0 - 360","Approved","1988","Classical albedo feature name.",
"Izendy","Mars",22.26,-28.88,258.56,"Planetocentric  +East  0 - 360","Approved","1991","Town in Russia.",
"Jal","Mars",4.81,-26.25,331.24,"Planetocentric  +East  0 - 360","Approved","1976","Town in New Mexico, USA.",
"Jama","Mars",2.9,21.39,306.82,"Planetocentric  +East  0 - 360","Approved","1988","Town in Tunisia.",
"Jampur","Mars",27.9,38.71,278.45,"Planetocentric  +East  0 - 360","Approved","1991","Town in Pakistan.",
"Jamuna","Mars",0,9.88,320,"Planetocentric  +East  0 - 360","Approved","1958","Present Jumna River, India.",
"Janssen","Mars",153.63,2.69,37.61,"Planetocentric  +East  0 - 360","Approved","1973","Pierre Jules César; French astronomer (1824-1907).",
"Jarry-Desloges","Mars",93.36,-9.37,83.85,"Planetocentric  +East  0 - 360","Approved","1973","Rene; French astronomer (1868-1951).",
"Jeans","Mars",73.6,-69.64,154.18,"Planetocentric  +East  0 - 360","Approved","1973","James H.; British physicist, astronomer (1877-1946).",
"[Jeki]","Mars",0,23.65,307.7,"Planetocentric  +East  0 - 360","Dropped","1988","Town in Ethiopia.",
"Jen","Mars",8.88,39.88,349.43,"Planetocentric  +East  0 - 360","Approved","1976","Town in Nigeria.",
"Jezero","Mars",47.52,18.41,77.69,"Planetocentric  +East  0 - 360","Approved","Jul 25, 2007","Town in Bosnia-Herzegovina.",
"Jezža","Mars",9.22,-48.42,322.08,"Planetocentric  +East  0 - 360","Approved","1976","Town in Russia.",
"Jijiga","Mars",16.16,25.11,306.05,"Planetocentric  +East  0 - 360","Approved","1976","Town in Ethiopia.",
"Jodrell","Mars",3.02,47.47,132.3,"Planetocentric  +East  0 - 360","Approved","1979","United Kingdom tracking site.",
"Johannesburg","Mars",1.22,47.92,133.19,"Planetocentric  +East  0 - 360","Approved","1979","Republic of South Africa tracking site.",
"Johnstown","Mars",3.36,-9.8,308.93,"Planetocentric  +East  0 - 360","Approved","2006","Town in Pennsylvania, USA.",
"Jojutla","Mars",19.32,81.59,190.2,"Planetocentric  +East  0 - 360","Approved","2006","Town in Mexico.",
"Joly","Mars",76.99,-74.5,317.31,"Planetocentric  +East  0 - 360","Approved","1973","John; Irish geologist (1857-1933).",
"Jones","Mars",90.11,-18.88,340.17,"Planetocentric  +East  0 - 360","Approved","1973","Harold S.; British astronomer (1890-1960).",
"Jörn","Mars",20.47,-27.19,76.43,"Planetocentric  +East  0 - 360","Approved","Sep 14, 2006","Town in Sweden.",
"Jovis Fossae","Mars",348.63,19.77,244.17,"Planetocentric  +East  0 - 360","Approved","1985","From albedo feature at 16N, 111W.",
"Jovis Tholus","Mars",58.07,18.2,242.59,"Planetocentric  +East  0 - 360","Approved","1973","Classical albedo feature name.",
"Jumla","Mars",49.23,-21.29,86.44,"Planetocentric  +East  0 - 360","Approved","2006","Town in Nepal.",
"Juventae Cavi","Mars",94.4,-3.91,301.84,"Planetocentric  +East  0 - 360","Approved","Nov 1, 2014","Classical albedo feature name.",
